1.3556126	10.969291
1.3613864	10.990519
1.3758234	11.043599
1.3866998	11.083589
1.3728834	11.096707
1.3169186	11.149847
1.2661921	11.198013
1.2656071	11.203015
1.2593858	11.25621
1.2531607	11.309437
1.2527987	11.312532
1.3131702	11.362683
1.3773067	11.415962
1.3907385	11.427119
1.3488868	11.46926
1.2959301	11.522581
1.276901	11.541742
1.2847756	11.575927
1.2970685	11.629292
1.3033065	11.656372
1.3024253	11.682681
1.3006365	11.73609
1.2994682	11.770974
1.3162774	11.789515
1.3647336	11.842958
1.4033279	11.885526
1.4293646	11.896422
1.5571383	11.949899
1.6768441	11.999998
1.6728966	12.00339
1.6106336	12.056898
1.5483521	12.110421
1.5437789	12.114351
1.5486236	12.163953
1.5538535	12.2175
1.5549349	12.22857
1.6192155	12.271054
1.7002648	12.324621
1.7275325	12.342643
1.7340622	12.378196
1.743903	12.431779
1.7484583	12.456581
1.7703767	12.48537
1.8111852	12.538968
1.8351116	12.570393
1.8267437	12.592566
1.8065135	12.646173
1.792204	12.684091
1.7851281	12.699783
1.7609533	12.753397
1.7409842	12.797685
1.7641698	12.807012
1.8974452	12.860626
2.023133	12.911188
2.0267189	12.914244
2.0896251	12.967862
2.1525359	13.021484
2.1562052	13.024612
2.0780933	13.075107
1.9951371	13.128733
1.9808555	13.137965
1.9764535	13.182364
1.9711359	13.235997
1.9696227	13.251259
2.0162683	13.289636
2.0814688	13.343277
2.1072714	13.364506
2.1364679	13.396923
2.1847868	13.450573
2.2092364	13.47772
2.2110388	13.50423
2.2146873	13.557897
2.2169318	13.590907
2.1938655	13.611562
2.1339216	13.665239
2.0905466	13.704081
2.0862017	13.718922
2.0704818	13.772614
2.0574126	13.817254
2.0748041	13.826312
2.1779156	13.880017
2.2747149	13.930435
2.2742624	13.93373
2.2668846	13.987455
2.2595057	14.041188
2.2591693	14.043637
2.2738059	14.094929
2.2891448	14.148682
2.2914815	14.15687
2.2399435	14.202442
2.1791272	14.256219
2.1633766	14.270146
2.234683	14.310003
2.3309205	14.363795
2.3661263	14.383473
2.5108271	14.417603
2.7390091	14.471423
2.846839	14.496857
2.809206	14.525255
2.7378492	14.579103
2.6965172	14.610292
2.6854675	14.632958
2.6592023	14.686833
2.6411862	14.723788
2.6361685	14.740716
2.6201906	14.79462
2.6075268	14.837343
2.6138184	14.848535
2.6441371	14.902465
2.6713972	14.950954
2.6734912	14.956411
2.6941988	15.010369
2.7149127	15.064343
2.7150226	15.064631
2.7516217	15.118325
2.7884243	15.172319
2.7925463	15.178367
2.892648	15.226317
3.0053992	15.280327
3.0301204	15.292169
3.0124383	15.334336
2.9897876	15.388354
2.982374	15.406034
2.9319479	15.442368
2.8569798	15.496386
2.8242533	15.519966
2.8772516	15.550399
2.9713156	15.604413
3.0227818	15.633965
3.0254109	15.658419
3.0312171	15.71242
3.0350463	15.748036
3.0376387	15.766414
3.045253	15.820396
3.0511463	15.862177
3.0756879	15.874371
3.1842866	15.928329
3.2810123	15.976388
3.2656159	15.982275
3.124577	16.036205
2.9835794	16.09012
2.982137	16.090672
2.9147952	16.144016
2.846787	16.197887
2.8377674	16.20503
2.8184769	16.251738
2.7962439	16.305571
2.7905047	16.319466
2.8223193	16.359369
2.8651938	16.413147
2.8818002	16.433975
2.9103057	16.466896
2.9568231	16.520617
2.9810147	16.548553
3.0069983	16.574301
3.0611451	16.627956
3.0967059	16.663195
3.0918324	16.681578
3.0776269	16.735159
3.0663006	16.777882
3.0464325	16.788706
2.9482255	16.842213
2.8557281	16.892607
2.8501031	16.895678
2.7522511	16.949102
2.6544826	17.002481
2.6455517	17.007359
